# corpus-twin-fold-latest — Sound Arc IV r11 · stamp 20260727.232702
# Law: latest-wins across T1–T7 shelves; columns: witness\tverdict\tvia_shelf\trest…
# Not a fresh twin run — a fold of measured shelves for the saga pane.
lantern_lap30.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap31.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap32.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap33.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap4.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap5.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap6.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap7.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap8.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lantern_lap9.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
lap_vocabulary_sweep.rish	RED	20260726-132520_corpus-twin-verdicts.tsv	1	1
lattice_lap1.rish	TWIN	20260726-182349_corpus-twin-verdicts-2.tsv	0	0
lattice_lap10.rish	TWIN	20260726-182349_corpus-twin-verdicts-2.tsv	0	0
lattice_lap11.rish	TWIN	20260726-182349_corpus-twin-verdicts-2.tsv	0	0
lattice_lap12.rish	TWIN	20260726-182349_corpus-twin-verdicts-2.tsv	0	0
